time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,mag_X,mag_Y,mag_Z,temperature,pressure,VOC,CO2,Humidity
2025/03/25-13:27:00,-143,-288,3985,448,171,-2563,288,-162,-167,25.54,996.99,0.48,500,41.89
2025/03/25-13:27:30,-1669,-372,4211,438,451,-595,217,-90,-3,24.81,996.79,0.47,500,39.44
2025/03/25-13:28:00,-572,143,4168,9,429,-1888,372,-239,-231,25.67,996.54,0.46,500,40.41
2025/03/25-13:28:30,1795,230,4072,-464,-459,-1940,252,-94,-86,25.91,996.75,0.5,500,40.06
2025/03/25-13:29:00,-412,147,4545,484,-228,451,335,-156,-220,24.92,996.92,0.47,500,39.25
2025/03/25-13:29:30,-627,229,4154,272,-31,-2505,467,-61,-145,24.73,996.7,0.49,500,41.47
2025/03/25-13:30:00,318,24,3934,-21,455,-506,230,-85,-56,24.52,996.95,0.46,500,40.61
2025/03/25-13:30:30,-1343,-115,4386,176,-201,1480,415,-58,-159,25.47,996.88,0.48,500,39.53
2025/03/25-13:31:00,-136,-91,4007,450,433,2909,352,-99,-88,24.5,996.88,0.45,500,40.61
2025/03/25-13:31:30,1447,-357,4398,-268,136,-2947,313,-155,-165,24.89,996.91,0.46,500,41.29
2025/03/25-13:32:00,-912,-452,3930,-131,-430,-1454,384,-194,-74,25.96,996.65,0.5,500,41.58
2025/03/25-13:32:30,1922,412,3947,251,-142,-795,457,-22,-229,25.16,996.71,0.47,500,39.93
2025/03/25-13:33:00,-275,-340,4423,494,-132,-75,443,-209,-82,25.48,996.59,0.47,500,39.34
2025/03/25-13:33:30,-1932,-8,4290,144,-83,2644,244,-113,-43,25.51,996.77,0.48,500,40.03
2025/03/25-13:34:00,-852,37,3835,-267,-260,2446,393,-38,-116,25.22,996.96,0.5,500,40.97
2025/03/25-13:34:30,1787,-436,3802,-137,391,-2641,305,-11,-73,25.71,996.92,0.49,500,41.1
2025/03/25-13:35:00,-1321,-93,4169,-392,-395,1823,499,-228,-210,24.51,996.85,0.48,500,40.88
2025/03/25-13:35:30,-1555,-105,4116,381,83,-683,331,-198,-42,25.56,996.87,0.49,500,40.88
2025/03/25-13:36:00,-25,186,3984,483,-237,1249,306,-127,-138,25.02,996.81,0.49,500,40.89
2025/03/25-13:36:30,1592,482,3917,362,16,2636,390,-142,-45,24.64,997.0,0.47,500,39.48
2025/03/25-13:37:00,-1504,-452,4366,-425,-118,2426,237,-207,-84,25.68,996.89,0.5,500,39.52
2025/03/25-13:37:30,391,76,4034,-3,125,-270,245,-231,-80,24.54,996.56,0.47,500,39.38
2025/03/25-13:38:00,-294,-114,3817,133,-148,-2254,378,-178,-92,25.47,996.99,0.46,500,39.19
2025/03/25-13:38:30,-1901,-85,4106,199,336,842,489,-68,-241,25.81,996.77,0.46,500,41.05
2025/03/25-13:39:00,1997,-229,4186,350,130,-834,337,-62,-134,24.82,996.86,0.5,500,41.83
2025/03/25-13:39:30,-1200,-133,4381,-304,-312,2948,297,-79,-86,25.89,996.99,0.48,500,39.96
2025/03/25-13:40:00,728,399,4069,420,-127,-13,327,-246,-99,24.97,996.75,0.49,500,39.24
2025/03/25-13:40:30,250,146,4465,-289,451,1565,391,-43,-224,25.42,996.55,0.45,500,39.48
2025/03/25-13:41:00,479,58,4153,-100,-130,-2997,485,-49,-21,25.58,996.54,0.49,500,39.67
2025/03/25-13:41:30,-1514,97,4402,241,264,-2788,410,-61,-98,25.8,996.59,0.47,500,39.33
2025/03/25-13:42:00,-446,249,4366,-435,138,242,391,-237,-84,25.91,996.84,0.46,500,41.8
2025/03/25-13:42:30,-1623,1,3858,182,11,-400,272,-135,-59,24.66,996.74,0.46,500,40.38
2025/03/25-13:43:00,-1300,-104,4513,-202,114,2343,334,-180,-36,25.67,996.92,0.49,500,39.8
2025/03/25-13:43:30,-566,209,4039,290,-201,-639,345,-71,-136,25.11,996.81,0.46,500,39.88
2025/03/25-13:44:00,1505,-451,3934,207,-301,-2855,341,-150,-190,24.57,996.55,0.47,500,41.67
2025/03/25-13:44:30,85,-171,4425,-198,225,1330,451,-31,-47,25.71,996.58,0.49,500,40.37
2025/03/25-13:45:00,-1474,-71,4229,180,43,1646,207,-128,-69,25.98,996.74,0.49,500,40.67
2025/03/25-13:45:30,-1676,-197,4549,-128,-308,-2864,452,-153,-69,24.81,996.78,0.46,500,41.61
2025/03/25-13:46:00,-1022,-136,4449,375,-34,2206,329,-6,-68,25.09,996.84,0.46,500,40.93
2025/03/25-13:46:30,1510,-319,4088,-420,-125,-97,417,-203,-16,25.53,996.55,0.48,500,39.36
2025/03/25-13:47:00,-526,394,4538,435,-322,-2625,381,-98,-244,25.07,996.97,0.47,500,39.92
2025/03/25-13:47:30,-1740,20,4387,22,376,2955,492,-241,-37,24.94,996.55,0.48,500,41.64
2025/03/25-13:48:00,703,245,3960,-266,126,2619,212,-241,-140,24.99,996.89,0.45,500,39.1
2025/03/25-13:48:30,448,-94,4303,-393,-267,511,243,-164,-228,24.8,996.58,0.46,500,41.37
2025/03/25-13:49:00,-1798,-237,4181,-128,128,1873,277,-192,-194,25.05,996.71,0.48,500,40.96
2025/03/25-13:49:30,-1060,-408,3825,257,-193,-2865,483,-162,-205,25.11,996.64,0.48,500,39.24
2025/03/25-13:50:00,581,-438,4194,106,-497,-1127,333,-71,-205,25.84,996.76,0.46,500,40.79
2025/03/25-13:50:30,844,276,4221,118,-105,2412,362,-233,-157,25.69,996.87,0.47,500,39.84
2025/03/25-13:51:00,337,-98,4529,146,-417,-2225,247,-92,-83,25.91,996.54,0.48,500,39.9
2025/03/25-13:51:30,-1242,141,4276,-186,-478,-176,255,-45,-221,25.33,996.52,0.47,500,39.29
2025/03/25-13:52:00,-1985,-264,4185,251,155,-2697,489,-11,-50,25.27,996.97,0.48,500,41.57
2025/03/25-13:52:30,805,-361,4014,349,-223,2497,324,-165,-195,25.73,996.74,0.47,500,41.56
2025/03/25-13:53:00,1015,182,4018,313,-181,844,449,-113,-106,24.74,996.84,0.46,500,40.89
2025/03/25-13:53:30,1285,-69,4147,378,37,-895,398,-68,-80,25.71,996.93,0.45,500,40.96
2025/03/25-13:54:00,-1065,53,4112,315,216,2617,287,-248,-9,24.66,996.89,0.5,500,41.78
2025/03/25-13:54:30,-1197,-494,4292,-396,-225,-2340,496,-122,-196,25.4,996.79,0.48,500,39.99
2025/03/25-13:55:00,1168,-233,3832,-135,-199,-1246,475,-58,-217,25.24,996.6,0.5,500,40.05
2025/03/25-13:55:30,1164,-467,4255,265,-133,2774,334,-233,-245,25.77,996.91,0.47,500,39.2
2025/03/25-13:56:00,-183,182,3928,277,-172,219,210,-217,-17,25.67,996.96,0.46,500,41.29
2025/03/25-13:56:30,1699,-148,4085,-286,-291,-2618,305,-2,-45,25.19,996.85,0.47,500,40.56
2025/03/25-13:57:00,-830,-244,3887,496,498,-735,366,-24,-223,25.11,996.82,0.48,500,41.24
2025/03/25-13:57:30,62,-378,4347,398,-393,1212,321,-50,-185,25.16,996.77,0.48,500,41.51
2025/03/25-13:58:00,-809,-280,3871,53,-201,60,363,-13,-89,25.61,996.69,0.46,500,41.8
2025/03/25-13:58:30,1550,104,4528,121,97,1569,205,-179,-209,25.94,996.98,0.46,500,40.59
2025/03/25-13:59:00,493,492,3839,63,232,1897,324,-10,-190,25.44,996.82,0.48,500,39.79
2025/03/25-13:59:30,638,-117,4425,-197,-336,-1116,265,-150,-206,24.71,996.57,0.46,500,40.82
2025/03/25-14:00:00,475,-21,4399,451,-120,-560,261,-228,-125,25.35,996.79,0.47,500,39.7
2025/03/25-14:00:30,1157,-89,4353,40,-190,1297,464,-245,-243,25.84,996.66,0.49,500,41.83
2025/03/25-14:01:00,845,102,4198,461,-291,310,417,-18,-42,25.61,996.95,0.46,500,40.13
2025/03/25-14:01:30,-1855,-277,3806,493,18,-745,338,-237,-211,24.84,996.75,0.46,500,41.87
2025/03/25-14:02:00,-301,-177,4561,-102,152,-2324,319,-43,-132,25.93,996.83,0.48,500,40.27
2025/03/25-14:02:30,796,13,4406,-259,121,-2183,213,-164,-227,24.81,996.87,0.49,500,39.2
2025/03/25-14:03:00,-823,97,4372,-128,328,-222,365,-103,-166,25.9,996.73,0.45,500,41.79
2025/03/25-14:03:30,-556,-229,3844,-364,485,1623,393,-218,-241,25.01,996.69,0.49,500,39.9
2025/03/25-14:04:00,480,-333,4301,-336,-500,-2826,307,-75,-147,25.3,996.57,0.49,500,39.35
2025/03/25-14:04:30,-527,-259,4456,159,-307,-1546,410,-64,-185,25.6,996.77,0.5,500,41.48
2025/03/25-14:05:00,1637,-183,4117,-449,359,-1786,454,-158,-205,24.8,996.59,0.47,500,39.68
2025/03/25-14:05:30,-44,83,4537,100,167,1182,362,-57,-21,25.97,996.6,0.46,500,39.88
2025/03/25-14:06:00,-1733,374,4314,-493,420,-2786,314,-246,-149,25.35,996.84,0.46,500,41.47
2025/03/25-14:06:30,-1129,220,4380,392,-277,-528,202,-247,-2,25.57,996.8,0.46,500,41.52
2025/03/25-14:07:00,1961,-101,4243,-325,-26,-1206,236,-31,-211,24.73,996.65,0.48,500,40.74
2025/03/25-14:07:30,86,361,4402,154,-260,-2433,480,-148,-150,25.98,996.93,0.49,500,39.67
2025/03/25-14:08:00,-840,-160,4038,-155,486,-1181,436,-154,-214,24.92,996.87,0.46,500,39.63
2025/03/25-14:08:30,-192,-62,4098,-394,490,2281,295,-250,-88,25.73,996.86,0.49,500,40.34
2025/03/25-14:09:00,-262,-273,4078,268,188,1895,419,-174,-119,24.57,996.78,0.49,500,41.11
2025/03/25-14:09:30,-852,-80,3898,102,424,2006,325,-57,-205,24.73,996.79,0.47,500,41.32
2025/03/25-14:10:00,675,316,3935,381,-73,-2876,284,-151,-48,24.63,996.51,0.47,500,39.65
2025/03/25-14:10:30,398,187,4532,-157,444,1835,493,-4,-194,24.54,996.87,0.46,500,39.25
2025/03/25-14:11:00,-672,306,4395,142,-328,2437,441,-229,-136,24.63,996.76,0.47,500,41.57
2025/03/25-14:11:30,495,395,3916,-7,-257,1087,469,-241,-55,25.3,996.73,0.47,500,41.55
2025/03/25-14:12:00,-74,489,4153,-37,194,1311,238,-198,-186,25.73,996.6,0.45,500,40.36
2025/03/25-14:12:30,1236,222,3998,-439,429,2027,211,-83,-74,25.68,996.92,0.48,500,39.4
2025/03/25-14:13:00,-1844,304,4405,-197,222,2710,205,-137,-183,25.46,996.63,0.48,500,41.45
2025/03/25-14:13:30,-820,-120,4027,-482,-406,-1700,344,-124,-69,25.32,996.79,0.48,500,39.86
2025/03/25-14:14:00,625,-198,4228,162,137,-747,245,-189,-80,24.64,996.98,0.45,500,40.58
2025/03/25-14:14:30,1459,321,4442,311,-283,1866,430,-103,-92,25.74,996.91,0.47,500,40.0
2025/03/25-14:15:00,-80,-384,4071,400,455,1523,244,-130,-158,25.33,996.58,0.48,500,40.2
2025/03/25-14:15:30,-1080,-200,4451,45,-260,-1070,279,-178,-173,24.54,996.76,0.5,500,40.93
2025/03/25-14:16:00,-1538,-399,4200,110,285,2420,359,-157,-122,25.56,996.6,0.47,500,40.1
2025/03/25-14:16:30,1409,363,4206,108,-152,1222,381,-72,-124,25.29,996.67,0.49,500,39.41
2025/03/25-14:17:00,-732,-371,3803,-330,-280,-660,219,-66,-33,25.81,996.64,0.45,500,41.91
2025/03/25-14:17:30,-1166,-22,4313,-123,111,1833,469,-5,-121,25.13,996.84,0.48,500,40.12
2025/03/25-14:18:00,-1151,-498,4544,102,180,726,426,-9,-69,25.0,996.7,0.46,500,39.62
2025/03/25-14:18:30,796,159,3935,-84,-257,-161,313,-65,-149,24.82,996.53,0.45,500,39.1
2025/03/25-14:19:00,-1808,-473,3904,336,400,284,304,-90,-16,24.97,996.84,0.47,500,40.91
2025/03/25-14:19:30,1163,393,4541,-90,364,2676,475,-102,-14,25.11,996.77,0.47,500,41.34
2025/03/25-14:20:00,-1741,55,4489,-266,-3,-2180,236,-8,-176,25.48,996.71,0.46,500,41.93
2025/03/25-14:20:30,-1844,-84,4288,-334,-57,2193,372,-7,-30,24.92,996.9,0.46,500,40.89
2025/03/25-14:21:00,-1225,-288,4167,-426,243,-387,493,-109,-116,25.53,996.98,0.5,500,41.13
2025/03/25-14:21:30,570,276,4588,-51,472,-75,322,-243,-216,24.68,996.95,0.47,500,40.61
2025/03/25-14:22:00,570,174,4538,499,-126,-828,201,-197,-108,25.87,996.79,0.46,500,41.2
2025/03/25-14:22:30,-941,443,4381,-107,466,-2792,346,-132,-38,25.67,996.87,0.46,500,41.89
2025/03/25-14:23:00,1900,-63,4192,108,-124,-1660,273,-232,-232,25.43,996.82,0.49,500,40.98
2025/03/25-14:23:30,-724,-127,4526,-238,232,-540,441,-134,-117,24.68,996.55,0.47,500,39.39
2025/03/25-14:24:00,-582,-193,4253,62,52,677,432,-240,-34,24.65,996.83,0.46,500,41.13
2025/03/25-14:24:30,-865,131,4011,-193,66,-2291,354,-155,-148,25.33,996.93,0.46,500,41.21
2025/03/25-14:25:00,550,-313,4023,-279,-309,187,411,-133,-211,24.82,996.62,0.49,500,40.71
2025/03/25-14:25:30,1120,-316,4576,-246,385,2872,277,-93,-98,24.55,996.82,0.45,500,40.34
2025/03/25-14:26:00,-1325,-108,4136,416,153,-1839,363,-19,-232,24.65,996.82,0.45,500,41.29
2025/03/25-14:26:30,-794,-419,4118,-177,48,-2714,417,-178,-18,24.76,996.63,0.47,500,40.76
2025/03/25-14:27:00,1285,-5,3922,304,165,1636,310,-163,-10,25.47,996.98,0.47,500,40.26
2025/03/25-14:27:30,1691,-55,4010,-53,220,-1080,348,-90,-13,25.25,996.57,0.46,500,39.86
2025/03/25-14:28:00,-1440,30,4195,-143,-394,1426,437,-81,-181,24.89,996.74,0.47,500,39.14
2025/03/25-14:28:30,-1833,-203,3839,10,-70,1297,372,-66,-230,25.64,996.58,0.48,500,41.05
2025/03/25-14:29:00,1328,-310,4473,311,383,-441,301,-167,-204,25.98,996.92,0.47,500,40.89
2025/03/25-14:29:30,-1440,321,4003,211,-418,2721,468,-138,-167,25.17,996.61,0.47,500,39.24
2025/03/25-14:30:00,-1408,426,4139,-355,249,-1177,396,-70,-103,24.73,996.85,0.48,500,39.68
2025/03/25-14:30:30,730,374,4136,-98,-402,-781,273,-52,-81,24.72,996.81,0.48,500,40.7
2025/03/25-14:31:00,-1026,-399,4446,364,277,-1509,419,-178,-84,24.97,996.72,0.46,500,40.75
2025/03/25-14:31:30,652,64,4533,-374,121,1159,321,-204,-181,24.59,996.94,0.49,500,40.39
2025/03/25-14:32:00,1459,-267,4240,-152,471,-2752,214,-61,-187,25.43,996.53,0.48,500,39.04
2025/03/25-14:32:30,-1921,374,4108,-499,-365,1103,240,-203,-223,25.32,996.57,0.49,500,39.79
2025/03/25-14:33:00,1825,312,4568,-282,189,375,461,-25,-19,24.65,996.59,0.48,500,40.92
2025/03/25-14:33:30,115,-103,4112,173,-252,869,483,-201,-77,25.49,996.74,0.49,500,41.78
2025/03/25-14:34:00,641,-43,4141,-407,289,157,306,-177,-143,25.22,996.55,0.48,500,40.71
2025/03/25-14:34:30,-781,308,3934,250,224,656,301,-48,-227,24.52,996.88,0.47,500,40.51
2025/03/25-14:35:00,960,-411,3909,-307,30,1275,404,-241,-188,25.79,996.63,0.5,500,39.45
2025/03/25-14:35:30,478,-421,4054,375,-415,-497,337,-144,-135,25.73,996.57,0.47,500,40.96
2025/03/25-14:36:00,-791,-236,3804,-262,178,269,474,-12,-203,25.88,996.52,0.48,500,40.02
2025/03/25-14:36:30,44,-154,4243,-296,7,236,379,-28,-51,25.18,996.94,0.46,500,39.82
2025/03/25-14:37:00,-1636,-28,4145,180,-356,1360,428,-147,-17,24.56,996.53,0.49,500,41.45
2025/03/25-14:37:30,1662,242,3835,409,-372,2146,321,-8,-120,25.47,996.5,0.49,500,41.84
2025/03/25-14:38:00,-633,140,3965,-371,-499,1633,220,-127,-245,25.33,996.55,0.49,500,41.29
2025/03/25-14:38:30,-167,309,4236,-330,105,-2476,403,-180,-111,24.86,996.5,0.49,500,40.12
2025/03/25-14:39:00,-467,331,4308,-216,-86,1410,376,-18,-104,24.55,996.88,0.5,500,41.02
2025/03/25-14:39:30,478,-86,4566,368,72,-1159,218,-4,-249,24.8,996.91,0.47,500,39.77
2025/03/25-14:40:00,-253,149,3946,-26,130,-1281,313,-81,-233,25.44,996.52,0.48,500,41.93
2025/03/25-14:40:30,674,227,4422,-354,419,588,237,-237,-230,25.96,996.58,0.48,500,41.38
2025/03/25-14:41:00,-482,-200,3819,-484,317,168,208,-134,-208,25.01,996.53,0.46,500,39.5
2025/03/25-14:41:30,-1958,-380,3842,322,324,2811,269,-183,-21,24.81,996.56,0.46,500,41.67
2025/03/25-14:42:00,-643,198,4570,457,-141,-690,263,-73,-91,24.97,996.55,0.5,500,40.27
2025/03/25-14:42:30,-480,293,3873,-497,-295,-2971,465,-211,-218,25.64,996.64,0.46,500,40.82
2025/03/25-14:43:00,1622,106,4335,-479,-150,369,403,-181,-92,25.38,996.66,0.46,500,41.64
2025/03/25-14:43:30,202,-144,3978,79,327,-2226,203,-124,-61,25.42,996.93,0.47,500,39.83
2025/03/25-14:44:00,-468,113,4426,404,-189,575,332,-140,-208,24.71,996.9,0.48,500,39.61
2025/03/25-14:44:30,-357,318,4192,-414,198,-1733,206,-111,-48,25.96,996.53,0.47,500,41.02
2025/03/25-14:45:00,-1163,178,3993,447,-463,-115,457,-61,-215,25.19,996.82,0.49,500,40.85
2025/03/25-14:45:30,1130,93,3892,371,-482,519,433,-46,-86,24.89,996.92,0.47,500,40.65
2025/03/25-14:46:00,-1403,84,4340,-303,-446,-2320,347,-77,-206,24.83,996.58,0.48,500,40.28
2025/03/25-14:46:30,-1220,77,3887,407,52,510,312,-165,-196,25.12,996.72,0.46,500,41.18
2025/03/25-14:47:00,-1138,136,4194,-45,-454,-1122,275,-93,-151,24.89,996.6,0.46,500,40.75
2025/03/25-14:47:30,-1666,108,4556,203,499,1944,447,-232,-248,25.08,996.81,0.49,500,40.2
2025/03/25-14:48:00,-1311,-343,4574,116,34,-2922,427,-157,-10,25.03,996.66,0.48,500,39.95
2025/03/25-14:48:30,1627,335,4059,149,188,-834,204,-226,-161,25.23,996.97,0.46,500,40.93
2025/03/25-14:49:00,153,-496,4184,-224,374,2071,259,-64,-8,24.9,996.88,0.47,500,40.19
2025/03/25-14:49:30,-811,465,4196,231,454,19,290,-118,-165,25.79,996.8,0.49,500,40.32
2025/03/25-14:50:00,1587,-257,3924,407,300,1276,201,-217,-115,25.33,996.83,0.47,500,41.78
2025/03/25-14:50:30,1951,-36,4080,286,-490,860,456,-16,-129,24.92,996.87,0.49,500,41.84
2025/03/25-14:51:00,443,38,4489,-169,475,111,342,-140,-54,24.93,996.98,0.49,500,41.25
2025/03/25-14:51:30,1008,100,3931,-332,347,1765,237,-3,-12,25.71,996.86,0.47,500,40.62
2025/03/25-14:52:00,-183,270,3905,444,86,-2339,328,-19,-239,25.05,996.86,0.48,500,39.79
2025/03/25-14:52:30,16,-34,4339,167,428,-1815,304,-61,-115,25.21,996.81,0.46,500,40.08
2025/03/25-14:53:00,1668,144,3964,-55,-397,-1352,438,-96,-121,25.96,996.92,0.5,500,40.54
2025/03/25-14:53:30,-1179,492,4543,-155,275,2760,496,-93,-51,24.69,996.71,0.47,500,40.77
2025/03/25-14:54:00,1858,234,4297,-406,282,-2235,268,-206,-154,25.51,996.58,0.45,500,39.62
2025/03/25-14:54:30,-1477,-387,3892,328,125,-1638,210,-235,-218,25.41,996.87,0.48,500,40.29
2025/03/25-14:55:00,107,322,3917,194,212,1542,478,-191,-170,25.73,996.8,0.47,500,41.04
2025/03/25-14:55:30,472,378,4362,-341,433,-1396,358,-87,-146,25.49,996.9,0.46,500,41.87
2025/03/25-14:56:00,684,79,4271,318,-226,801,410,-89,-221,25.57,996.83,0.49,500,40.29
2025/03/25-14:56:30,-1533,-272,4187,-398,-223,2904,431,-142,-208,24.55,996.81,0.47,500,41.73
2025/03/25-14:57:00,1203,-195,4107,-20,478,2405,224,-230,-116,25.0,996.63,0.49,500,41.18
2025/03/25-14:57:30,386,-104,4327,-46,-438,-2088,232,-215,-207,24.82,996.58,0.5,500,39.76
2025/03/25-14:58:00,580,98,4567,125,-202,-901,370,-6,-163,25.88,996.97,0.48,500,40.56
2025/03/25-14:58:30,-505,-174,3847,-488,-444,-1475,381,-15,-222,24.95,996.77,0.48,500,41.69
2025/03/25-14:59:00,-206,361,4245,-305,-256,-1936,398,-200,-208,25.98,996.6,0.47,500,41.58
2025/03/25-14:59:30,-677,447,4128,295,377,-2189,430,-23,-125,25.92,996.61,0.48,500,39.18
2025/03/25-15:00:00,-1565,-414,4537,158,-147,2273,350,-161,-178,25.34,996.85,0.47,500,39.53
2025/03/25-15:00:30,1253,-11,3861,412,427,-1790,429,-249,-4,24.52,996.97,0.49,500,39.21
2025/03/25-15:01:00,1327,-164,4087,65,244,-356,385,-159,-100,24.53,996.58,0.5,500,40.21
2025/03/25-15:01:30,604,-367,3937,336,-106,1734,398,-150,-112,25.7,996.66,0.45,500,40.4
2025/03/25-15:02:00,1335,-33,4235,-370,-46,669,297,-41,-3,25.7,996.71,0.46,500,39.29
2025/03/25-15:02:30,1195,-477,3848,291,-16,-755,241,-152,-60,25.4,996.93,0.46,500,39.2
2025/03/25-15:03:00,-1848,-227,4314,102,279,-889,458,-134,-171,25.82,996.57,0.48,500,40.87
2025/03/25-15:03:30,1394,379,4047,-456,218,126,382,-73,-39,25.44,996.65,0.47,500,41.51
2025/03/25-15:04:00,1104,35,4356,70,372,1117,458,-170,-228,25.94,996.96,0.45,500,39.5
2025/03/25-15:04:30,1902,-442,4484,56,140,1931,445,-107,-12,25.8,996.76,0.46,500,40.28
2025/03/25-15:05:00,-120,-142,4133,-415,106,715,277,-201,-32,24.52,996.84,0.49,500,41.55
2025/03/25-15:05:30,66,-224,4277,403,349,1332,357,-77,-90,24.95,996.58,0.49,500,39.96
2025/03/25-15:06:00,-402,-136,3813,-140,5,73,247,-197,-150,25.99,997.0,0.48,500,41.24
2025/03/25-15:06:30,1894,491,3840,478,-89,-292,287,-19,-77,24.82,996.63,0.5,500,40.37
2025/03/25-15:07:00,1223,224,3824,-228,296,-588,437,-110,-141,25.68,996.79,0.5,500,40.22
2025/03/25-15:07:30,477,-446,3916,-411,-190,-1418,317,-231,-140,24.9,996.84,0.48,500,40.48
2025/03/25-15:08:00,1071,397,4480,-311,473,1021,360,-145,-54,25.4,996.94,0.5,500,39.5
2025/03/25-15:08:30,755,156,4367,237,-266,1279,342,-73,-59,25.47,996.93,0.46,500,41.29
2025/03/25-15:09:00,-401,322,4116,-332,-289,915,451,-23,-50,25.86,996.54,0.48,500,41.74
2025/03/25-15:09:30,-772,-377,3810,282,-343,2064,273,-27,-203,25.77,996.82,0.45,500,40.67
2025/03/25-15:10:00,-1123,324,4324,-241,-35,355,411,-197,-32,24.98,996.8,0.49,500,39.96
2025/03/25-15:10:30,9,67,4160,-33,-159,384,378,-218,-176,25.94,996.68,0.49,500,41.35
2025/03/25-15:11:00,-513,-266,3930,-186,-268,738,220,-105,-218,25.82,996.99,0.47,500,39.69
2025/03/25-15:11:30,-206,-362,4296,261,-218,1584,379,-57,-177,25.64,997.0,0.47,500,41.01
2025/03/25-15:12:00,-266,324,4514,-26,-4,-755,493,-72,-214,25.28,996.51,0.48,500,40.68
2025/03/25-15:12:30,-602,123,4082,-334,452,2537,274,-118,-247,24.8,996.91,0.49,500,41.67
2025/03/25-15:13:00,-1702,-96,3974,-110,-223,1357,289,-2,-175,25.39,996.74,0.47,500,40.59
2025/03/25-15:13:30,-953,-146,4176,389,-185,-1667,266,-93,-157,24.93,996.56,0.49,500,40.73
2025/03/25-15:14:00,-1517,411,4067,363,191,-1818,272,-183,-56,25.06,996.75,0.46,500,40.54
2025/03/25-15:14:30,1260,421,4154,-251,-250,734,257,-49,-247,25.68,996.82,0.46,500,39.23
2025/03/25-15:15:00,-674,-386,3876,-168,89,-2358,326,-97,-57,25.33,996.7,0.45,500,39.1
2025/03/25-15:15:30,1851,-416,4263,90,-29,179,333,-53,-3,25.02,996.59,0.45,500,39.98
2025/03/25-15:16:00,1475,264,4529,41,381,-2915,365,-43,-69,24.9,996.69,0.46,500,40.85
2025/03/25-15:16:30,1739,-492,4404,278,-219,767,428,-56,-146,25.78,996.85,0.5,500,40.24
2025/03/25-15:17:00,1416,420,4481,427,-246,215,286,-163,-190,24.68,996.69,0.47,500,40.94
2025/03/25-15:17:30,1940,3,4179,466,-84,1406,360,-219,-110,24.66,996.94,0.5,500,39.53
2025/03/25-15:18:00,683,-447,3866,194,-59,-2919,411,-30,-102,25.15,996.68,0.46,500,41.41
2025/03/25-15:18:30,553,-161,3907,495,197,1771,456,-151,-213,25.35,996.59,0.48,500,41.51
2025/03/25-15:19:00,-39,-466,4438,-27,79,-583,304,-101,-245,25.44,996.72,0.49,500,41.73
2025/03/25-15:19:30,374,347,4010,-338,409,2550,457,-148,-163,25.48,996.9,0.49,500,40.77
2025/03/25-15:20:00,-517,492,4086,-118,-308,-1468,489,-207,-9,25.55,996.5,0.49,500,41.87
2025/03/25-15:20:30,-898,67,3807,-396,199,1905,403,-221,-203,24.89,996.64,0.5,500,39.04
2025/03/25-15:21:00,-729,-44,4487,435,-262,2073,355,-36,-75,25.6,996.7,0.48,500,41.88
2025/03/25-15:21:30,-470,458,4273,244,-42,-2321,420,-155,-227,25.39,996.86,0.47,500,39.52
2025/03/25-15:22:00,-1535,375,3826,-16,28,-2324,346,-103,-107,25.42,996.91,0.49,500,40.38
2025/03/25-15:22:30,-938,103,4095,138,-238,-2453,342,-56,-84,24.63,996.88,0.49,500,41.28
2025/03/25-15:23:00,-1936,-315,3881,-403,-192,-2340,482,-219,-227,25.44,996.51,0.49,500,39.96
2025/03/25-15:23:30,-548,82,4139,317,-346,-1022,479,-216,-102,24.64,996.59,0.47,500,40.29
2025/03/25-15:24:00,-43,-9,4569,33,292,-810,325,-233,-3,25.71,996.67,0.47,500,39.1
2025/03/25-15:24:30,-1836,-38,4596,-265,161,571,205,-16,-180,24.65,996.72,0.45,500,39.16
2025/03/25-15:25:00,-1148,-191,4367,6,142,2938,457,-21,-160,25.84,996.79,0.49,500,39.8
2025/03/25-15:25:30,-165,189,4532,465,-184,2195,321,-52,-191,25.84,996.91,0.46,500,41.93
2025/03/25-15:26:00,-956,-238,4479,0,166,2196,367,-8,-152,25.4,996.63,0.47,500,39.92
2025/03/25-15:26:30,-1469,-470,4006,-442,309,-2097,471,-220,-223,25.22,996.97,0.47,500,41.7
2025/03/25-15:27:00,1436,-362,3965,103,-427,2157,494,-183,-127,25.29,996.92,0.5,500,39.81
2025/03/25-15:27:30,-383,94,4068,0,-413,-444,435,-145,-191,25.38,996.74,0.45,500,40.71
2025/03/25-15:28:00,-1164,-317,4051,-423,161,936,489,-205,-113,25.37,996.78,0.46,500,40.89
2025/03/25-15:28:30,-659,128,3802,-238,107,-660,400,-210,-189,25.04,996.93,0.46,500,40.19
2025/03/25-15:29:00,-779,187,3951,284,395,1113,246,-16,-236,24.87,996.65,0.49,500,40.29
2025/03/25-15:29:30,168,-1,4576,142,422,299,361,-66,-83,25.95,996.84,0.47,500,40.94
2025/03/25-15:30:00,-1260,494,4121,-400,-127,-2285,377,-223,-190,24.9,996.84,0.48,500,39.94
2025/03/25-15:30:30,-330,-165,4212,309,89,-2117,429,-13,-243,25.57,996.97,0.49,500,41.95
2025/03/25-15:31:00,963,346,4225,-221,90,-759,394,-2,-53,25.96,996.88,0.47,500,39.1
2025/03/25-15:31:30,-1564,-175,4571,493,149,1171,484,-52,-46,25.19,996.74,0.46,500,39.33
